"id","client_id","hitdatetime","action","payment_amount"
303,871406,2021-05-27 20:27:03.000,accept-method,0.00
304,871406,2021-05-27 20:30:45.000,make-payment,2522.47
305,871406,2021-06-01 17:17:22.000,open-paystation,0.00
306,871406,2021-06-01 17:19:46.000,choose-method,0.00
307,871406,2021-06-01 17:20:56.000,accept-method,0.00
308,871406,2021-06-01 17:23:54.000,make-payment,995.36
309,898039,2021-01-25 15:58:22.000,open-paystation,0.00
310,898039,2021-01-25 16:02:55.000,choose-method,0.00
311,898039,2021-01-25 16:05:23.000,accept-method,0.00
312,898039,2021-01-25 16:06:25.000,reject-payment,2057.27
313,336011,2021-12-27 07:20:41.000,open-paystation,0.00
314,336011,2021-12-27 07:25:06.000,choose-method,0.00
315,336011,2021-12-27 07:27:42.000,accept-method,0.00
316,336011,2021-12-27 07:30:19.000,make-payment,787.61
317,336011,2022-01-01 20:26:55.000,open-paystation,0.00
318,336011,2022-01-01 20:29:41.000,choose-method,0.00
319,336011,2022-01-01 20:30:43.000,accept-method,0.00
320,336011,2022-01-01 20:34:33.000,make-payment,1931.15
321,336011,2022-01-06 02:32:06.000,open-paystation,0.00
322,336011,2022-01-06 02:34:22.000,choose-method,0.00
323,336011,2022-01-06 02:36:11.000,accept-method,0.00
324,336011,2022-01-06 02:37:23.000,make-payment,350.19
325,955581,2021-08-27 01:47:53.000,open-paystation,0.00
326,955581,2021-08-27 01:51:38.000,choose-method,0.00
327,955581,2021-08-27 01:53:48.000,accept-method,0.00
328,955581,2021-08-27 01:57:41.000,make-payment,2171.64
329,955581,2021-08-29 10:40:39.000,open-paystation,0.00
330,955581,2021-08-29 10:44:10.000,choose-method,0.00
331,955581,2021-08-29 10:47:04.000,accept-method,0.00
332,955581,2021-08-29 10:51:09.000,make-payment,2538.90
333,955581,2021-09-02 04:20:17.000,open-paystation,0.00
334,955581,2021-09-02 04:24:15.000,choose-method,0.00
335,955581,2021-09-02 04:26:20.000,accept-method,0.00
336,955581,2021-09-02 04:30:52.000,make-payment,2241.69
337,955581,2021-09-12 23:36:46.000,open-paystation,0.00
338,955581,2021-09-12 23:39:23.000,choose-method,0.00
339,955581,2021-09-12 23:41:45.000,accept-method,0.00
340,955581,2021-09-12 23:45:54.000,reject-payment,1072.67
341,985971,2021-02-09 17:23:34.000,open-paystation,0.00
342,985971,2021-02-09 17:27:48.000,choose-method,0.00
343,985971,2021-02-09 17:30:07.000,accept-method,0.00
344,985971,2021-02-09 17:34:42.000,make-payment,1244.76
345,189902,2021-07-19 13:58:05.000,open-paystation,0.00
346,189902,2021-07-19 14:02:42.000,choose-method,0.00
347,189902,2021-07-19 14:05:39.000,accept-method,0.00
348,189902,2021-07-19 14:08:50.000,make-payment,559.96
349,189902,2021-08-01 22:08:56.000,open-paystation,0.00
350,189902,2021-08-01 22:13:25.000,choose-method,0.00
351,189902,2021-08-01 22:16:21.000,accept-method,0.00
352,189902,2021-08-01 22:19:03.000,make-payment,2473.63
353,189902,2021-08-10 18:09:29.000,open-paystation,0.00
354,189902,2021-08-10 18:13:22.000,choose-method,0.00
355,189902,2021-08-10 18:15:01.000,accept-method,0.00
356,189902,2021-08-10 18:16:17.000,make-payment,2367.31
357,189902,2021-08-14 16:57:34.000,open-paystation,0.00
358,189902,2021-08-14 17:02:25.000,choose-method,0.00
359,189902,2021-08-14 17:04:46.000,accept-method,0.00
360,189902,2021-08-14 17:06:40.000,make-payment,498.15
361,189902,2021-08-15 19:38:03.000,open-paystation,0.00
362,189902,2021-08-15 19:40:30.000,choose-method,0.00
363,189902,2021-08-15 19:43:02.000,accept-method,0.00
364,189902,2021-08-15 19:48:01.000,make-payment,2742.29
365,695618,2021-12-19 09:50:10.000,open-paystation,0.00
366,695618,2021-12-19 09:53:32.000,choose-method,0.00
367,695618,2021-12-19 09:55:29.000,accept-method,0.00
368,695618,2021-12-19 09:58:15.000,make-payment,727.33
369,695618,2021-12-26 07:15:15.000,open-paystation,0.00
370,695618,2021-12-26 07:20:01.000,choose-method,0.00
371,695618,2021-12-26 07:21:53.000,accept-method,0.00
372,695618,2021-12-26 07:25:32.000,make-payment,2218.71
373,695618,2022-01-05 15:17:13.000,open-paystation,0.00
374,695618,2022-01-05 15:19:44.000,choose-method,0.00
375,695618,2022-01-05 15:21:55.000,accept-method,0.00
376,695618,2022-01-05 15:25:33.000,reject-payment,1753.20
377,434079,2021-08-21 17:52:18.000,open-paystation,0.00
378,434079,2021-08-21 17:55:10.000,choose-method,0.00
379,434079,2021-08-21 17:56:21.000,accept-method,0.00
380,434079,2021-08-21 18:01:20.000,reject-payment,2739.59
381,434079,2021-08-28 07:59:30.000,open-paystation,0.00
382,434079,2021-08-28 08:03:28.000,choose-method,0.00
383,434079,2021-08-28 08:05:25.000,accept-method,0.00
384,434079,2021-08-28 08:09:48.000,make-payment,2509.47
385,434079,2021-09-01 01:15:15.000,open-paystation,0.00
386,434079,2021-09-01 01:19:33.000,choose-method,0.00
387,434079,2021-09-01 01:22:04.000,accept-method,0.00
388,434079,2021-09-01 01:23:25.000,reject-payment,2461.43
389,649690,2021-05-10 14:01:57.000,open-paystation,0.00
390,649690,2021-05-10 14:04:59.000,choose-method,0.00
391,649690,2021-05-10 14:07:32.000,accept-method,0.00
392,649690,2021-05-10 14:09:28.000,make-payment,236.35
393,852166,2021-07-03 23:00:07.000,open-paystation,0.00
394,852166,2021-07-03 23:04:04.000,choose-method,0.00
395,852166,2021-07-03 23:06:35.000,accept-method,0.00
396,852166,2021-07-03 23:09:20.000,make-payment,1165.77
397,852166,2021-07-13 22:56:42.000,open-paystation,0.00
398,852166,2021-07-13 22:59:06.000,choose-method,0.00
399,852166,2021-07-13 23:01:48.000,accept-method,0.00
400,852166,2021-07-13 23:04:23.000,make-payment,576.75
401,400445,2021-12-07 05:10:40.000,open-paystation,0.00
402,400445,2021-12-07 05:14:29.000,choose-method,0.00
403,400445,2021-12-07 05:15:30.000,accept-method,0.00
404,400445,2021-12-07 05:19:54.000,make-payment,835.30
405,400445,2021-12-11 18:08:14.000,open-paystation,0.00
406,400445,2021-12-11 18:11:47.000,choose-method,0.00
407,400445,2021-12-11 18:13:54.000,accept-method,0.00
408,400445,2021-12-11 18:18:24.000,make-payment,2685.36
409,774499,2021-12-16 05:32:41.000,open-paystation,0.00
410,774499,2021-12-16 05:35:06.000,choose-method,0.00
411,774499,2021-12-16 05:36:34.000,accept-method,0.00
412,774499,2021-12-16 05:41:09.000,make-payment,1900.02
413,762205,2021-12-27 16:55:53.000,open-paystation,0.00
414,762205,2021-12-27 16:59:34.000,choose-method,0.00
415,762205,2021-12-27 17:02:17.000,accept-method,0.00
416,762205,2021-12-27 17:07:03.000,reject-payment,1692.14
417,762205,2022-01-03 19:19:45.000,open-paystation,0.00
418,762205,2022-01-03 19:23:15.000,choose-method,0.00
419,762205,2022-01-03 19:25:47.000,accept-method,0.00
420,762205,2022-01-03 19:29:21.000,reject-payment,2489.53
421,427407,2021-05-19 09:09:30.000,open-paystation,0.00
422,427407,2021-05-19 09:12:41.000,choose-method,0.00
423,427407,2021-05-19 09:15:33.000,accept-method,0.00
424,427407,2021-05-19 09:17:01.000,make-payment,1374.73
425,199942,2021-05-21 21:28:08.000,open-paystation,0.00
426,199942,2021-05-21 21:30:21.000,choose-method,0.00
427,199942,2021-05-21 21:31:50.000,accept-method,0.00
428,199942,2021-05-21 21:36:22.000,make-payment,1863.23
429,199942,2021-06-01 02:38:47.000,open-paystation,0.00
430,199942,2021-06-01 02:41:38.000,choose-method,0.00
431,199942,2021-06-01 02:43:26.000,accept-method,0.00
432,199942,2021-06-01 02:45:32.000,make-payment,1189.40
433,767717,2021-05-29 10:46:03.000,open-paystation,0.00
434,767717,2021-05-29 10:50:38.000,choose-method,0.00
435,767717,2021-05-29 10:52:12.000,accept-method,0.00
436,767717,2021-05-29 10:54:24.000,make-payment,1023.94
437,767717,2021-06-03 15:08:22.000,open-paystation,0.00
438,767717,2021-06-03 15:13:04.000,choose-method,0.00
439,767717,2021-06-03 15:16:01.000,accept-method,0.00
440,767717,2021-06-03 15:20:15.000,make-payment,528.98
441,929329,2021-02-24 01:28:49.000,open-paystation,0.00
442,929329,2021-02-24 01:32:42.000,choose-method,0.00
443,929329,2021-02-24 01:35:32.000,accept-method,0.00
444,929329,2021-02-24 01:40:17.000,make-payment,1839.25
445,764352,2021-05-05 09:44:10.000,open-paystation,0.00
446,764352,2021-05-05 09:47:56.000,choose-method,0.00
447,764352,2021-05-05 09:49:59.000,accept-method,0.00
448,764352,2021-05-05 09:54:19.000,make-payment,141.88
449,764352,2021-05-14 03:52:24.000,open-paystation,0.00
450,764352,2021-05-14 03:54:40.000,choose-method,0.00
451,764352,2021-05-14 03:57:17.000,accept-method,0.00
452,764352,2021-05-14 03:58:48.000,make-payment,2273.06
453,764352,2021-05-17 06:33:33.000,open-paystation,0.00
454,764352,2021-05-17 06:36:06.000,choose-method,0.00
455,764352,2021-05-17 06:37:43.000,accept-method,0.00
456,764352,2021-05-17 06:39:25.000,make-payment,114.82
457,764352,2021-05-26 17:07:10.000,open-paystation,0.00
458,764352,2021-05-26 17:11:58.000,choose-method,0.00
459,764352,2021-05-26 17:13:26.000,accept-method,0.00
460,764352,2021-05-26 17:17:38.000,reject-payment,2458.55
461,764352,2021-05-27 23:28:27.000,open-paystation,0.00
462,764352,2021-05-27 23:32:23.000,choose-method,0.00
463,764352,2021-05-27 23:34:50.000,accept-method,0.00
464,764352,2021-05-27 23:38:49.000,make-payment,1558.11
465,129298,2021-05-14 00:16:51.000,open-paystation,0.00
466,129298,2021-05-14 00:20:31.000,choose-method,0.00
467,129298,2021-05-14 00:22:46.000,accept-method,0.00
468,129298,2021-05-14 00:26:36.000,reject-payment,1456.19
469,691925,2021-12-11 22:31:38.000,open-paystation,0.00
470,691925,2021-12-11 22:36:27.000,choose-method,0.00
471,691925,2021-12-11 22:38:02.000,accept-method,0.00
472,691925,2021-12-11 22:42:33.000,reject-payment,1020.51
473,593115,2021-11-14 12:28:41.000,open-paystation,0.00
