"client_id","hitdatetime","action"
627785,2019-02-12 06:38:12.000,visit
898039,2019-02-12 06:55:53.000,registration
532109,2019-02-12 09:08:16.000,login
269083,2019-02-12 13:07:03.000,login
368264,2019-02-12 14:10:09.000,visit
719967,2019-02-12 21:10:24.000,login
311479,2019-02-12 23:00:22.000,visit
933922,2019-02-13 04:37:23.000,visit
260135,2019-02-13 07:06:18.000,visit
324466,2019-02-13 08:45:53.000,visit
627785,2019-02-13 09:00:30.000,visit
183001,2019-02-13 11:06:56.000,visit
950427,2019-02-13 11:16:23.000,login
906165,2019-02-13 12:19:26.000,visit
428261,2019-02-13 15:09:40.000,visit
676238,2019-02-13 15:38:01.000,visit
898039,2019-02-13 15:56:22.000,login
532109,2019-02-13 17:46:27.000,visit
368264,2019-02-14 03:38:10.000,visit
906165,2019-02-14 04:58:05.000,login
522354,2019-02-14 05:22:59.000,login
368264,2019-02-14 07:10:43.000,visit
260135,2019-02-14 07:44:22.000,login
707729,2019-02-14 09:30:36.000,login
898039,2019-02-14 09:54:12.000,visit
260135,2019-02-14 10:12:12.000,login
950427,2019-02-14 11:48:46.000,visit
368264,2019-02-14 12:35:55.000,login
269083,2019-02-14 12:44:20.000,visit
260135,2019-02-14 13:41:31.000,visit
719967,2019-02-14 16:25:49.000,visit
707729,2019-02-14 16:47:47.000,visit
261411,2019-02-14 20:56:13.000,visit
522354,2019-02-14 23:15:19.000,visit
950427,2019-02-14 23:20:43.000,login
534628,2019-02-15 00:09:32.000,visit
522354,2019-02-15 00:37:47.000,login
428261,2019-02-15 04:10:53.000,registration
813842,2019-02-15 04:15:54.000,visit
898039,2019-02-15 05:35:53.000,visit
534628,2019-02-15 09:53:59.000,visit
428261,2019-02-15 12:31:01.000,visit
906165,2019-02-15 15:01:51.000,login
550013,2019-02-15 15:02:53.000,login
980584,2019-02-16 02:32:27.000,visit
550013,2019-02-16 02:42:55.000,visit
311479,2019-02-16 08:27:17.000,visit
719967,2019-02-16 08:42:03.000,visit
532109,2019-02-16 14:17:14.000,login
222807,2019-02-16 15:36:04.000,visit
906165,2019-02-16 16:56:45.000,login
752819,2019-02-16 17:08:12.000,visit
676238,2019-02-16 18:22:27.000,visit
222807,2019-02-16 18:42:37.000,registration
532109,2019-02-16 20:22:29.000,visit
522354,2019-02-17 03:10:58.000,visit
752819,2019-02-17 06:20:32.000,visit
933922,2019-02-17 06:29:14.000,visit
697065,2019-02-17 08:38:52.000,visit
120276,2019-02-17 10:04:31.000,visit
269083,2019-02-17 14:06:07.000,login
719967,2019-02-17 19:11:39.000,login
950427,2019-02-18 01:06:47.000,visit
906165,2019-02-18 02:14:37.000,login
994521,2019-02-18 03:32:43.000,visit
260135,2019-02-18 07:40:31.000,login
532109,2019-02-18 08:21:04.000,visit
382596,2019-02-18 14:34:01.000,visit
898039,2019-02-18 15:04:48.000,login
120276,2019-02-18 16:26:59.000,visit
985971,2019-02-18 21:02:55.000,visit
218833,2019-02-19 00:03:17.000,visit
609889,2019-02-19 00:18:24.000,visit
311479,2019-02-19 00:28:15.000,visit
324466,2019-02-19 02:02:13.000,visit
368264,2019-02-19 02:56:51.000,login
994521,2019-02-19 05:51:50.000,visit
898039,2019-02-19 06:23:22.000,visit
627785,2019-02-19 07:33:41.000,visit
950427,2019-02-19 07:57:45.000,login
522354,2019-02-19 09:10:32.000,visit
707729,2019-02-19 13:21:38.000,visit
428261,2019-02-19 14:25:57.000,visit
260135,2019-02-19 17:06:49.000,visit
719967,2019-02-19 20:49:21.000,visit
532109,2019-02-19 22:31:08.000,visit
368264,2019-02-19 23:17:10.000,visit
719967,2019-02-19 23:24:31.000,login
183001,2019-02-20 01:46:07.000,visit
707729,2019-02-20 02:23:52.000,login
532109,2019-02-20 03:59:41.000,visit
906165,2019-02-20 04:59:59.000,visit
813842,2019-02-20 07:12:07.000,visit
522354,2019-02-20 09:25:05.000,login
366589,2019-02-20 09:31:21.000,visit
933922,2019-02-20 13:09:52.000,visit
269083,2019-02-20 14:42:17.000,visit
697065,2019-02-20 16:15:03.000,visit
707729,2019-02-20 20:23:17.000,visit
532109,2019-02-20 21:38:11.000,login
898039,2019-02-20 21:56:05.000,login
428261,2019-02-21 03:48:12.000,login
522354,2019-02-21 06:20:55.000,visit
183001,2019-02-21 06:42:54.000,visit
609889,2019-02-21 07:39:59.000,visit
427115,2019-02-21 10:40:39.000,visit
222807,2019-02-21 10:53:27.000,login
550013,2019-02-21 16:22:42.000,visit
610577,2019-02-21 17:04:54.000,visit
183001,2019-02-21 17:06:46.000,visit
950427,2019-02-21 17:22:05.000,login
534628,2019-02-21 18:53:27.000,visit
950427,2019-02-21 22:37:06.000,visit
368264,2019-02-21 22:50:41.000,login
653600,2019-02-22 00:13:02.000,visit
933922,2019-02-22 02:17:33.000,visit
382596,2019-02-22 03:13:33.000,registration
697065,2019-02-22 04:53:20.000,visit
368264,2019-02-22 04:55:44.000,visit
719967,2019-02-22 06:15:19.000,visit
428261,2019-02-22 08:12:30.000,login
428261,2019-02-22 08:13:10.000,visit
994521,2019-02-22 09:30:32.000,visit
269083,2019-02-22 10:54:38.000,visit
609889,2019-02-22 13:46:28.000,visit
980584,2019-02-22 15:19:22.000,visit
311479,2019-02-22 16:50:46.000,visit
627785,2019-02-22 21:19:54.000,visit
183001,2019-02-22 21:53:30.000,visit
985971,2019-02-22 22:43:35.000,registration
222807,2019-02-23 04:43:43.000,visit
813842,2019-02-23 11:53:43.000,visit
269083,2019-02-23 16:43:40.000,login
676238,2019-02-23 16:49:09.000,visit
550013,2019-02-23 17:22:18.000,visit
933922,2019-02-23 18:57:52.000,visit
985971,2019-02-23 19:48:31.000,visit
366589,2019-02-23 20:39:23.000,registration
627785,2019-02-23 22:54:46.000,visit
752819,2019-02-24 02:34:24.000,visit
183001,2019-02-24 03:59:13.000,visit
324466,2019-02-24 05:19:23.000,visit
120276,2019-02-24 06:57:07.000,visit
906165,2019-02-24 08:42:40.000,login
427115,2019-02-24 12:54:17.000,visit
906165,2019-02-24 17:55:04.000,visit
366589,2019-02-24 18:35:58.000,visit
260135,2019-02-24 19:18:22.000,login
707729,2019-02-24 21:19:18.000,login
906165,2019-02-25 00:17:58.000,visit
627785,2019-02-25 00:19:40.000,visit
522354,2019-02-25 01:16:42.000,login
218833,2019-02-25 02:35:48.000,visit
994521,2019-02-25 05:02:53.000,visit
719967,2019-02-25 07:07:05.000,login
787474,2019-02-25 07:58:53.000,visit
222807,2019-02-25 08:17:00.000,login
752819,2019-02-25 11:02:38.000,visit
382596,2019-02-25 11:17:58.000,visit
324466,2019-02-25 14:24:37.000,visit
653600,2019-02-25 22:21:57.000,visit
772215,2019-02-25 23:10:52.000,visit
813842,2019-02-25 23:53:41.000,visit
405252,2019-02-26 08:38:12.000,visit
366589,2019-02-26 10:14:41.000,login
382596,2019-02-26 10:21:03.000,login
707729,2019-02-26 13:42:52.000,visit
534628,2019-02-26 13:57:01.000,visit
772215,2019-02-26 14:34:32.000,visit
906165,2019-02-26 15:38:48.000,visit
950427,2019-02-26 17:07:22.000,visit
898039,2019-02-26 17:10:52.000,login
532109,2019-02-26 21:15:09.000,visit
933922,2019-02-26 21:22:55.000,visit
222807,2019-02-26 21:38:18.000,visit
522354,2019-02-26 23:17:03.000,visit
610577,2019-02-27 01:38:15.000,registration
110717,2019-02-27 02:40:28.000,visit
752819,2019-02-27 06:23:24.000,visit
627785,2019-02-27 09:51:41.000,visit
653600,2019-02-27 09:57:02.000,N/A
311479,2019-02-27 11:57:42.000,visit
994521,2019-02-27 12:02:25.000,visit
428261,2019-02-27 12:07:50.000,login
697065,2019-02-27 12:52:09.000,visit
110717,2019-02-27 12:53:23.000,visit
609889,2019-02-27 14:57:48.000,visit
610577,2019-02-27 16:59:22.000,visit
772215,2019-02-27 20:32:43.000,visit
532109,2019-02-28 05:03:27.000,visit
994521,2019-02-28 06:24:34.000,visit
653600,2019-02-28 07:51:35.000,registration
368264,2019-02-28 11:25:04.000,login
994521,2019-02-28 11:32:37.000,visit
610577,2019-02-28 13:13:57.000,login
368264,2019-02-28 13:37:58.000,visit
269083,2019-02-28 13:50:08.000,login
985971,2019-02-28 17:22:34.000,login
269083,2019-02-28 20:15:32.000,visit
933922,2019-02-28 21:02:45.000,visit
222807,2019-02-28 21:45:01.000,login
110717,2019-02-28 22:11:59.000,visit
719967,2019-02-28 23:09:23.000,visit
980584,2019-02-28 23:35:56.000,visit
428261,2019-03-01 02:01:22.000,visit
550013,2019-03-01 05:27:26.000,visit
120276,2019-03-01 06:03:30.000,visit
368264,2019-03-01 09:17:18.000,visit
222807,2019-03-01 09:21:16.000,visit
653600,2019-03-01 10:22:10.000,visit
985971,2019-03-01 14:27:58.000,visit
610577,2019-03-01 17:49:52.000,visit
719967,2019-03-01 18:05:57.000,login
813842,2019-03-01 19:07:59.000,visit
428261,2019-03-01 21:09:42.000,login
707729,2019-03-01 22:50:34.000,login
906165,2019-03-02 02:37:04.000,login
522354,2019-03-02 04:40:56.000,login
427115,2019-03-02 05:00:53.000,visit
653600,2019-03-02 05:01:23.000,visit
676238,2019-03-02 09:12:23.000,visit
183001,2019-03-02 10:47:48.000,visit
906165,2019-03-02 12:09:30.000,visit
311479,2019-03-02 12:46:05.000,visit
813842,2019-03-02 12:48:25.000,visit
260135,2019-03-02 23:30:56.000,login
950427,2019-03-03 05:15:20.000,visit
120276,2019-03-03 06:40:25.000,visit
627785,2019-03-03 08:15:05.000,visit
405252,2019-03-03 09:56:44.000,visit
707729,2019-03-03 10:27:18.000,visit
269083,2019-03-03 14:15:31.000,visit
532109,2019-03-03 15:29:28.000,visit
787474,2019-03-03 17:44:31.000,visit
183001,2019-03-03 20:11:14.000,visit
110717,2019-03-03 23:30:23.000,visit
653600,2019-03-03 23:36:13.000,visit
522354,2019-03-03 23:52:25.000,visit
534628,2019-03-04 02:28:57.000,visit
382596,2019-03-04 03:07:02.000,visit
752819,2019-03-04 04:24:36.000,visit
522354,2019-03-04 08:08:37.000,visit
427115,2019-03-04 11:44:40.000,visit
609889,2019-03-04 17:44:24.000,visit
269083,2019-03-04 18:46:08.000,visit
915716,2019-03-04 19:45:19.000,visit
269083,2019-03-04 20:04:28.000,login
653600,2019-03-04 20:09:07.000,login
697065,2019-03-04 20:50:10.000,visit
676238,2019-03-05 02:58:01.000,visit
238540,2019-03-05 03:34:52.000,visit
311479,2019-03-05 07:23:27.000,visit
405252,2019-03-05 08:38:58.000,visit
985971,2019-03-05 12:25:49.000,visit
428261,2019-03-05 15:23:13.000,visit
368264,2019-03-06 00:19:46.000,login
222807,2019-03-06 00:28:19.000,visit
929329,2019-03-06 02:18:34.000,visit
522354,2019-03-06 03:57:03.000,visit
368264,2019-03-06 06:13:52.000,visit
787474,2019-03-06 06:53:02.000,visit
550013,2019-03-06 07:43:10.000,visit
994521,2019-03-06 07:52:02.000,visit
522354,2019-03-06 08:59:55.000,login
772215,2019-03-06 10:26:30.000,visit
222807,2019-03-06 10:45:11.000,login
260135,2019-03-06 10:47:07.000,login
269083,2019-03-06 11:06:21.000,visit
694592,2019-03-06 11:38:38.000,visit
269083,2019-03-06 12:41:01.000,visit
787474,2019-03-06 13:07:25.000,visit
405252,2019-03-06 17:03:54.000,visit
906165,2019-03-06 17:57:15.000,visit
980584,2019-03-06 18:29:55.000,visit
719967,2019-03-06 19:17:36.000,visit
627785,2019-03-07 00:28:47.000,visit
950427,2019-03-07 03:42:04.000,visit
813842,2019-03-07 04:07:41.000,visit
933922,2019-03-07 04:22:16.000,visit
610577,2019-03-07 05:53:55.000,visit
532109,2019-03-07 06:00:01.000,visit
183001,2019-03-07 07:33:37.000,visit
120276,2019-03-07 07:36:42.000,visit
382596,2019-03-07 09:55:00.000,visit
985971,2019-03-07 12:02:45.000,login
120276,2019-03-07 16:22:00.000,visit
707729,2019-03-07 16:56:15.000,login
950427,2019-03-07 17:35:46.000,visit
950427,2019-03-07 18:22:04.000,visit
752819,2019-03-08 03:07:05.000,visit
787474,2019-03-08 03:07:40.000,visit
263107,2019-03-08 03:08:44.000,visit
906165,2019-03-08 04:12:08.000,visit
183001,2019-03-08 04:47:29.000,visit
719967,2019-03-08 05:01:25.000,login
929329,2019-03-08 08:44:12.000,registration
428261,2019-03-08 08:52:30.000,login
427115,2019-03-08 09:48:35.000,visit
752819,2019-03-08 10:02:59.000,visit
238540,2019-03-08 10:55:28.000,visit
915716,2019-03-08 11:46:59.000,visit
534628,2019-03-08 12:13:14.000,visit
869459,2019-03-08 14:51:59.000,visit
915716,2019-03-08 15:31:55.000,visit
787474,2019-03-08 15:34:33.000,visit
522354,2019-03-08 16:00:36.000,login
697065,2019-03-08 16:12:57.000,visit
427115,2019-03-08 19:08:53.000,visit
676238,2019-03-08 20:33:56.000,visit
222807,2019-03-08 21:30:28.000,login
550013,2019-03-09 00:24:18.000,visit
985971,2019-03-09 00:29:09.000,visit
609889,2019-03-09 02:51:01.000,visit
110717,2019-03-09 07:16:44.000,visit
532109,2019-03-09 13:29:40.000,visit
933922,2019-03-09 13:59:19.000,visit
929329,2019-03-09 17:09:50.000,visit
550013,2019-03-09 17:31:11.000,visit
368264,2019-03-09 17:32:29.000,visit
238540,2019-03-09 18:18:44.000,visit
929329,2019-03-09 22:08:34.000,visit
653600,2019-03-10 01:01:28.000,login
707729,2019-03-10 01:59:53.000,visit
269083,2019-03-10 02:28:11.000,login
610577,2019-03-10 05:05:37.000,visit
787474,2019-03-10 05:42:02.000,visit
260135,2019-03-10 09:19:19.000,login
985971,2019-03-10 09:44:52.000,login
707729,2019-03-10 14:14:47.000,login
950427,2019-03-10 15:47:41.000,visit
839098,2019-03-10 20:30:26.000,visit
694592,2019-03-10 22:46:39.000,registration
269083,2019-03-11 02:47:57.000,visit
752819,2019-03-11 05:34:07.000,visit
719967,2019-03-11 07:14:59.000,visit
269083,2019-03-11 09:13:48.000,visit
906165,2019-03-11 14:51:05.000,visit
428261,2019-03-11 16:00:12.000,visit
522354,2019-03-11 16:22:32.000,visit
676238,2019-03-11 17:06:11.000,visit
405252,2019-03-11 17:45:22.000,visit
719967,2019-03-11 17:45:56.000,visit
550013,2019-03-11 17:53:35.000,visit
368264,2019-03-11 19:03:53.000,login
222807,2019-03-11 19:35:33.000,visit
704287,2019-03-11 22:12:59.000,visit
269083,2019-03-11 22:17:57.000,login
183001,2019-03-11 22:58:06.000,visit
694592,2019-03-11 23:16:31.000,visit
219151,2019-03-12 00:21:44.000,visit
839098,2019-03-12 03:24:45.000,visit
522354,2019-03-12 05:52:08.000,login
772215,2019-03-12 09:07:09.000,visit
609889,2019-03-12 09:16:28.000,visit
263107,2019-03-12 11:59:43.000,visit
263107,2019-03-12 13:22:10.000,registration
838294,2019-03-12 14:25:32.000,visit
382596,2019-03-12 17:16:29.000,visit
110717,2019-03-12 17:34:34.000,visit
980584,2019-03-12 18:24:57.000,visit
815776,2019-03-12 21:05:56.000,visit
994521,2019-03-12 22:20:44.000,visit
222807,2019-03-12 23:22:49.000,login
627785,2019-03-13 00:24:46.000,visit
120276,2019-03-13 01:32:39.000,visit
534628,2019-03-13 03:01:36.000,visit
950427,2019-03-13 05:27:11.000,visit
427115,2019-03-13 05:39:59.000,visit
522354,2019-03-13 07:36:50.000,visit
772215,2019-03-13 08:17:05.000,visit
368264,2019-03-13 08:59:59.000,visit
820634,2019-03-13 09:07:18.000,visit
609889,2019-03-13 09:55:08.000,visit
719967,2019-03-13 15:09:26.000,login
839098,2019-03-13 15:27:24.000,visit
382596,2019-03-13 20:13:26.000,visit
609965,2019-03-13 21:52:53.000,visit
428261,2019-03-14 01:34:51.000,visit
839098,2019-03-14 01:37:12.000,visit
260135,2019-03-14 03:07:09.000,login
238540,2019-03-14 04:04:22.000,visit
815776,2019-03-14 04:32:44.000,visit
915716,2019-03-14 04:40:38.000,visit
929329,2019-03-14 04:47:29.000,visit
222807,2019-03-14 06:10:56.000,visit
697065,2019-03-14 06:43:36.000,visit
550013,2019-03-14 11:52:08.000,visit
694592,2019-03-14 12:25:01.000,login
842419,2019-03-14 16:05:23.000,visit
263107,2019-03-14 16:55:05.000,login
219151,2019-03-14 17:01:31.000,visit
697065,2019-03-14 17:29:23.000,visit
787474,2019-03-14 17:41:47.000,visit
110717,2019-03-14 17:55:17.000,visit
405252,2019-03-14 22:44:44.000,visit
653600,2019-03-14 23:05:22.000,login
929329,2019-03-15 01:27:49.000,login
772215,2019-03-15 05:24:03.000,visit
869459,2019-03-15 05:50:52.000,visit
915716,2019-03-15 06:37:01.000,visit
707729,2019-03-15 07:54:02.000,visit
550013,2019-03-15 09:21:30.000,visit
926058,2019-03-15 12:19:39.000,visit
820634,2019-03-15 13:34:26.000,visit
707729,2019-03-15 14:01:45.000,login
183001,2019-03-15 15:47:46.000,visit
269083,2019-03-15 16:56:20.000,login
532109,2019-03-15 19:40:08.000,visit
950427,2019-03-15 21:16:47.000,visit
609965,2019-03-15 21:20:33.000,visit
610577,2019-03-16 01:24:02.000,visit
222807,2019-03-16 02:38:17.000,login
609965,2019-03-16 04:14:17.000,visit
697065,2019-03-16 06:29:24.000,visit
522354,2019-03-16 07:34:12.000,visit
368264,2019-03-16 10:26:17.000,visit
950427,2019-03-16 10:38:57.000,visit
704287,2019-03-16 12:18:09.000,visit
694592,2019-03-16 12:35:25.000,visit
219151,2019-03-16 18:41:54.000,visit
719967,2019-03-16 18:44:27.000,visit
697065,2019-03-16 20:56:40.000,visit
183001,2019-03-16 21:04:38.000,visit
222807,2019-03-16 21:27:47.000,login
752819,2019-03-16 23:00:09.000,visit
627785,2019-03-17 01:06:59.000,visit
815776,2019-03-17 02:16:38.000,visit
676238,2019-03-17 02:17:49.000,visit
382596,2019-03-17 03:49:09.000,visit
534628,2019-03-17 04:11:02.000,visit
906165,2019-03-17 06:05:10.000,visit
838294,2019-03-17 06:19:19.000,visit
269083,2019-03-17 09:53:40.000,visit
676238,2019-03-17 17:53:58.000,visit
869459,2019-03-17 20:06:43.000,visit
263107,2019-03-17 22:48:53.000,visit
195186,2019-03-17 23:20:04.000,visit
694592,2019-03-18 00:31:44.000,visit
704287,2019-03-18 01:33:46.000,registration
980584,2019-03-18 06:38:13.000,visit
382596,2019-03-18 08:03:25.000,visit
222807,2019-03-18 08:43:01.000,visit
704287,2019-03-18 12:46:42.000,login
222807,2019-03-18 12:52:52.000,visit
676238,2019-03-18 15:51:20.000,visit
694592,2019-03-18 16:12:11.000,visit
183001,2019-03-18 16:13:42.000,visit
994521,2019-03-18 16:59:05.000,visit
120276,2019-03-18 17:01:42.000,visit
980584,2019-03-18 17:20:25.000,visit
534628,2019-03-18 18:09:27.000,visit
697065,2019-03-18 19:23:06.000,visit
609965,2019-03-18 22:50:15.000,visit
549044,2019-03-19 01:06:47.000,visit
719967,2019-03-19 01:47:19.000,visit
405252,2019-03-19 05:24:52.000,visit
707729,2019-03-19 06:58:33.000,visit
772215,2019-03-19 13:32:24.000,visit
120276,2019-03-19 16:27:14.000,visit
382643,2019-03-19 18:16:21.000,visit
609889,2019-03-19 20:31:51.000,visit
532109,2019-03-19 20:39:17.000,visit
120276,2019-03-19 22:29:23.000,visit
926058,2019-03-20 00:01:24.000,registration
183001,2019-03-20 02:31:40.000,visit
704287,2019-03-20 04:32:36.000,visit
405252,2019-03-20 06:06:33.000,visit
815776,2019-03-20 06:14:00.000,visit
627785,2019-03-20 07:28:47.000,visit
195186,2019-03-20 09:26:41.000,visit
694592,2019-03-20 11:50:20.000,login
842419,2019-03-20 14:41:53.000,visit
915716,2019-03-20 15:41:52.000,visit
994521,2019-03-20 16:55:08.000,visit
906165,2019-03-20 17:24:20.000,visit
382643,2019-03-20 18:02:53.000,registration
653600,2019-03-20 19:28:15.000,login
238540,2019-03-20 22:30:42.000,visit
929329,2019-03-21 01:04:45.000,visit
926058,2019-03-21 01:43:53.000,login
110717,2019-03-21 02:36:01.000,visit
405252,2019-03-21 03:19:37.000,visit
772215,2019-03-21 05:16:38.000,visit
787474,2019-03-21 08:35:43.000,visit
610577,2019-03-21 09:55:24.000,visit
980584,2019-03-21 10:33:11.000,visit
694592,2019-03-21 11:17:46.000,login
550013,2019-03-21 14:30:41.000,visit
926058,2019-03-21 14:36:00.000,visit
869459,2019-03-21 16:22:31.000,visit
534628,2019-03-21 16:48:11.000,visit
752819,2019-03-21 19:59:35.000,visit
219151,2019-03-21 22:59:08.000,visit
950427,2019-03-22 00:26:04.000,visit
405252,2019-03-22 01:03:41.000,visit
994521,2019-03-22 02:24:58.000,visit
269083,2019-03-22 03:47:16.000,visit
707729,2019-03-22 03:50:31.000,login
842419,2019-03-22 03:51:38.000,visit
301553,2019-03-22 05:06:10.000,visit
838294,2019-03-22 06:57:28.000,visit
704287,2019-03-22 10:39:45.000,visit
195186,2019-03-22 10:59:35.000,visit
926058,2019-03-22 12:50:40.000,login
222807,2019-03-22 14:33:40.000,login
906165,2019-03-22 15:11:32.000,visit
915716,2019-03-22 15:28:04.000,visit
627785,2019-03-22 17:44:02.000,visit
719967,2019-03-22 17:46:36.000,visit
222807,2019-03-22 19:29:15.000,login
610577,2019-03-22 19:36:23.000,visit
906165,2019-03-22 20:58:00.000,visit
522354,2019-03-22 22:18:36.000,visit
620946,2019-03-23 00:03:36.000,visit
405252,2019-03-23 01:06:59.000,visit
368264,2019-03-23 03:47:37.000,visit
534628,2019-03-23 08:05:43.000,visit
704287,2019-03-23 08:42:04.000,login
183001,2019-03-23 13:16:44.000,visit
263107,2019-03-23 16:19:13.000,visit
195186,2019-03-23 18:10:45.000,registration
842419,2019-03-23 18:18:20.000,visit
707729,2019-03-23 20:24:53.000,visit
609889,2019-03-24 01:01:22.000,visit
620946,2019-03-24 01:51:13.000,visit
609965,2019-03-24 03:03:31.000,visit
752819,2019-03-24 04:14:45.000,visit
697065,2019-03-24 05:41:54.000,visit
704287,2019-03-24 07:39:09.000,login
382596,2019-03-24 08:52:05.000,visit
219151,2019-03-24 10:40:38.000,visit
676238,2019-03-24 11:03:19.000,visit
120276,2019-03-24 11:28:30.000,visit
815776,2019-03-24 11:41:15.000,visit
906165,2019-03-24 11:41:23.000,visit
950427,2019-03-24 13:54:55.000,visit
550013,2019-03-24 16:33:36.000,visit
