"hitdatetime","action","client_id","payment_amount"
2019-02-14 07:48:36.000,choose-method,260135,0.00
2019-02-14 07:50:14.000,accept-method,260135,0.00
2019-02-14 07:52:00.000,make-payment,260135,2660.31
2019-02-14 09:32:36.000,open-paystation,707729,0.00
2019-02-14 09:36:06.000,choose-method,707729,0.00
2019-02-14 09:38:39.000,accept-method,707729,0.00
2019-02-14 09:42:37.000,make-payment,707729,995.60
2019-02-14 12:38:55.000,open-paystation,368264,0.00
2019-02-14 12:42:09.000,choose-method,368264,0.00
2019-02-14 12:43:29.000,accept-method,368264,0.00
2019-02-14 12:46:41.000,make-payment,368264,1616.41
2019-02-14 23:21:43.000,open-paystation,950427,0.00
2019-02-14 23:24:50.000,choose-method,950427,0.00
2019-02-14 23:26:35.000,accept-method,950427,0.00
2019-02-14 23:30:40.000,make-payment,950427,1317.92
2019-02-16 14:18:14.000,open-paystation,532109,0.00
2019-02-16 14:22:23.000,choose-method,532109,0.00
2019-02-16 14:24:45.000,accept-method,532109,0.00
2019-02-16 14:26:29.000,make-payment,532109,1085.77
2019-02-16 16:59:45.000,open-paystation,906165,0.00
2019-02-16 17:02:52.000,choose-method,906165,0.00
2019-02-16 17:05:14.000,accept-method,906165,0.00
2019-02-16 17:06:23.000,make-payment,906165,2252.98
2019-02-17 19:12:39.000,open-paystation,719967,0.00
2019-02-17 19:14:42.000,choose-method,719967,0.00
2019-02-17 19:17:06.000,accept-method,719967,0.00
2019-02-17 19:21:38.000,reject-payment,719967,1158.26
2019-02-18 02:17:37.000,open-paystation,906165,0.00
2019-02-18 02:22:35.000,choose-method,906165,0.00
2019-02-18 02:24:17.000,accept-method,906165,0.00
2019-02-18 02:26:39.000,make-payment,906165,1413.31
2019-02-20 02:25:52.000,open-paystation,707729,0.00
2019-02-20 02:28:17.000,choose-method,707729,0.00
2019-02-20 02:30:58.000,accept-method,707729,0.00
2019-02-20 02:35:42.000,reject-payment,707729,2129.94
2019-02-21 22:51:41.000,open-paystation,368264,0.00
2019-02-21 22:56:25.000,choose-method,368264,0.00
2019-02-21 22:58:43.000,accept-method,368264,0.00
2019-02-21 23:02:57.000,make-payment,368264,482.28
2019-02-23 16:45:40.000,open-paystation,269083,0.00
2019-02-23 16:50:32.000,choose-method,269083,0.00
2019-02-23 16:53:18.000,accept-method,269083,0.00
2019-02-23 16:56:16.000,make-payment,269083,423.23
2019-02-24 21:21:18.000,open-paystation,707729,0.00
2019-02-24 21:25:45.000,choose-method,707729,0.00
2019-02-24 21:27:20.000,accept-method,707729,0.00
2019-02-24 21:31:46.000,make-payment,707729,444.67
2019-02-25 07:09:05.000,open-paystation,719967,0.00
2019-02-25 07:12:04.000,choose-method,719967,0.00
2019-02-25 07:13:31.000,accept-method,719967,0.00
2019-02-25 07:18:27.000,make-payment,719967,1312.92
2019-02-26 10:24:03.000,open-paystation,382596,0.00
2019-02-26 10:27:48.000,choose-method,382596,0.00
2019-02-26 10:30:45.000,accept-method,382596,0.00
2019-02-26 10:31:48.000,make-payment,382596,2238.95
2019-02-27 12:09:50.000,open-paystation,428261,0.00
2019-02-27 12:14:33.000,choose-method,428261,0.00
2019-02-27 12:17:31.000,accept-method,428261,0.00
2019-02-27 12:22:14.000,make-payment,428261,1869.78
2019-02-28 13:14:57.000,open-paystation,610577,0.00
2019-02-28 13:19:49.000,choose-method,610577,0.00
2019-02-28 13:21:48.000,accept-method,610577,0.00
2019-02-28 13:24:39.000,make-payment,610577,2742.18
2019-02-28 17:23:34.000,open-paystation,985971,0.00
2019-02-28 17:27:48.000,choose-method,985971,0.00
2019-02-28 17:30:07.000,accept-method,985971,0.00
2019-02-28 17:34:42.000,make-payment,985971,1244.76
2019-03-01 22:52:34.000,open-paystation,707729,0.00
2019-03-01 22:57:11.000,choose-method,707729,0.00
2019-03-01 22:59:24.000,accept-method,707729,0.00
2019-03-01 23:02:28.000,reject-payment,707729,790.90
2019-03-06 00:21:46.000,open-paystation,368264,0.00
2019-03-06 00:26:27.000,choose-method,368264,0.00
2019-03-06 00:27:28.000,accept-method,368264,0.00
2019-03-06 00:29:47.000,make-payment,368264,2560.73
2019-03-08 05:02:25.000,open-paystation,719967,0.00
2019-03-08 05:06:10.000,choose-method,719967,0.00
2019-03-08 05:07:13.000,accept-method,719967,0.00
2019-03-08 05:08:50.000,make-payment,719967,161.18
2019-03-10 01:04:28.000,open-paystation,653600,0.00
2019-03-10 01:09:18.000,choose-method,653600,0.00
2019-03-10 01:11:13.000,accept-method,653600,0.00
2019-03-10 01:13:32.000,make-payment,653600,1174.58
2019-03-10 09:22:19.000,open-paystation,260135,0.00
2019-03-10 09:26:06.000,choose-method,260135,0.00
2019-03-10 09:28:07.000,accept-method,260135,0.00
2019-03-10 09:29:44.000,make-payment,260135,2350.77
2019-03-13 15:12:26.000,open-paystation,719967,0.00
2019-03-13 15:14:41.000,choose-method,719967,0.00
2019-03-13 15:15:50.000,accept-method,719967,0.00
2019-03-13 15:17:34.000,make-payment,719967,145.75
2019-03-14 03:08:09.000,open-paystation,260135,0.00
2019-03-14 03:10:26.000,choose-method,260135,0.00
2019-03-14 03:12:03.000,accept-method,260135,0.00
2019-03-14 03:15:45.000,make-payment,260135,190.07
2019-03-14 12:26:01.000,open-paystation,694592,0.00
2019-03-14 12:28:28.000,choose-method,694592,0.00
2019-03-14 12:30:24.000,accept-method,694592,0.00
2019-03-14 12:35:20.000,reject-payment,694592,1907.78
2019-03-14 16:58:05.000,open-paystation,263107,0.00
2019-03-14 17:00:28.000,choose-method,263107,0.00
2019-03-14 17:01:41.000,accept-method,263107,0.00
2019-03-14 17:06:18.000,reject-payment,263107,1072.91
2019-03-14 23:06:22.000,open-paystation,653600,0.00
2019-03-14 23:08:36.000,choose-method,653600,0.00
2019-03-14 23:10:12.000,accept-method,653600,0.00
2019-03-14 23:14:00.000,reject-payment,653600,2942.53
2019-03-15 01:28:49.000,open-paystation,929329,0.00
2019-03-15 01:32:42.000,choose-method,929329,0.00
2019-03-15 01:35:32.000,accept-method,929329,0.00
2019-03-15 01:40:17.000,make-payment,929329,1839.25
2019-03-15 14:04:45.000,open-paystation,707729,0.00
2019-03-15 14:08:31.000,choose-method,707729,0.00
2019-03-15 14:10:27.000,accept-method,707729,0.00
2019-03-15 14:14:04.000,make-payment,707729,2639.62
2019-03-16 21:28:47.000,open-paystation,222807,0.00
2019-03-16 21:31:18.000,choose-method,222807,0.00
2019-03-16 21:33:29.000,accept-method,222807,0.00
2019-03-16 21:35:20.000,make-payment,222807,2703.61
2019-03-21 11:18:46.000,open-paystation,694592,0.00
2019-03-21 11:23:28.000,choose-method,694592,0.00
2019-03-21 11:26:13.000,accept-method,694592,0.00
2019-03-21 11:30:36.000,make-payment,694592,142.13
2019-03-22 03:51:31.000,open-paystation,707729,0.00
2019-03-22 03:54:28.000,choose-method,707729,0.00
2019-03-22 03:56:09.000,accept-method,707729,0.00
2019-03-22 04:00:21.000,reject-payment,707729,1204.45
2019-03-22 19:32:15.000,open-paystation,222807,0.00
2019-03-22 19:36:23.000,choose-method,222807,0.00
2019-03-22 19:38:52.000,accept-method,222807,0.00
2019-03-22 19:40:18.000,reject-payment,222807,1912.44
2019-03-25 04:35:35.000,open-paystation,653600,0.00
2019-03-25 04:39:20.000,choose-method,653600,0.00
2019-03-25 04:42:17.000,accept-method,653600,0.00
2019-03-25 04:44:03.000,make-payment,653600,812.87
2019-03-25 15:40:14.000,open-paystation,382643,0.00
2019-03-25 15:44:05.000,choose-method,382643,0.00
2019-03-25 15:46:32.000,accept-method,382643,0.00
2019-03-25 15:49:07.000,make-payment,382643,1091.44
2019-03-27 11:49:07.000,open-paystation,707729,0.00
2019-03-27 11:52:17.000,choose-method,707729,0.00
2019-03-27 11:54:31.000,accept-method,707729,0.00
2019-03-27 11:56:26.000,make-payment,707729,1059.17
2019-03-27 22:20:12.000,open-paystation,653600,0.00
2019-03-27 22:24:28.000,choose-method,653600,0.00
2019-03-27 22:27:24.000,accept-method,653600,0.00
2019-03-27 22:31:13.000,make-payment,653600,1957.43
2019-03-28 01:49:08.000,open-paystation,707729,0.00
2019-03-28 01:52:18.000,choose-method,707729,0.00
2019-03-28 01:55:05.000,accept-method,707729,0.00
2019-03-28 01:58:35.000,make-payment,707729,362.85
2019-03-30 00:44:59.000,open-paystation,704287,0.00
2019-03-30 00:49:26.000,choose-method,704287,0.00
2019-03-30 00:51:46.000,accept-method,704287,0.00
2019-03-30 00:54:15.000,make-payment,704287,1389.81
2019-04-03 05:20:35.000,open-paystation,704287,0.00
2019-04-03 05:23:15.000,choose-method,704287,0.00
2019-04-03 05:26:13.000,accept-method,704287,0.00
2019-04-03 05:28:26.000,reject-payment,704287,2805.46
2019-04-09 21:06:05.000,open-paystation,101838,0.00
2019-04-09 21:10:56.000,choose-method,101838,0.00
2019-04-09 21:12:05.000,accept-method,101838,0.00
2019-04-09 21:16:22.000,reject-payment,101838,2361.66
2019-04-11 01:14:47.000,open-paystation,123878,0.00
2019-04-11 01:18:55.000,choose-method,123878,0.00
2019-04-11 01:20:42.000,accept-method,123878,0.00
2019-04-11 01:22:30.000,reject-payment,123878,1025.64
2019-04-14 20:17:11.000,open-paystation,614024,0.00
2019-04-14 20:20:25.000,choose-method,614024,0.00
2019-04-14 20:23:07.000,accept-method,614024,0.00
2019-04-14 20:27:23.000,reject-payment,614024,2238.48
2019-04-26 17:11:34.000,open-paystation,255008,0.00
2019-04-26 17:14:39.000,choose-method,255008,0.00
2019-04-26 17:16:47.000,accept-method,255008,0.00
2019-04-26 17:19:53.000,make-payment,255008,1120.26
2019-04-28 07:29:33.000,open-paystation,255008,0.00
2019-04-28 07:34:02.000,choose-method,255008,0.00
2019-04-28 07:36:47.000,accept-method,255008,0.00
2019-04-28 07:40:31.000,reject-payment,255008,2425.72
2019-04-29 22:21:06.000,open-paystation,125200,0.00
2019-04-29 22:23:21.000,choose-method,125200,0.00
2019-04-29 22:25:24.000,accept-method,125200,0.00
2019-04-29 22:27:51.000,make-payment,125200,544.79
2019-05-01 05:12:53.000,open-paystation,399420,0.00
2019-05-01 05:16:37.000,choose-method,399420,0.00
2019-05-01 05:18:52.000,accept-method,399420,0.00
2019-05-01 05:21:00.000,make-payment,399420,1778.42
2019-05-01 19:13:45.000,open-paystation,117785,0.00
2019-05-01 19:18:33.000,choose-method,117785,0.00
2019-05-01 19:20:28.000,accept-method,117785,0.00
2019-05-01 19:22:52.000,make-payment,117785,1801.60
2019-05-02 03:48:16.000,open-paystation,233508,0.00
2019-05-02 03:50:34.000,choose-method,233508,0.00
2019-05-02 03:52:25.000,accept-method,233508,0.00
2019-05-02 03:55:38.000,make-payment,233508,1753.89
2019-05-02 20:40:41.000,open-paystation,196352,0.00
2019-05-02 20:43:13.000,choose-method,196352,0.00
2019-05-02 20:44:47.000,accept-method,196352,0.00
2019-05-02 20:47:45.000,make-payment,196352,2061.00
2019-05-03 05:07:22.000,open-paystation,125200,0.00
2019-05-03 05:11:34.000,choose-method,125200,0.00
2019-05-03 05:13:49.000,accept-method,125200,0.00
2019-05-03 05:16:57.000,reject-payment,125200,2170.49
2019-05-10 09:30:03.000,open-paystation,255008,0.00
2019-05-10 09:35:01.000,choose-method,255008,0.00
2019-05-10 09:37:28.000,accept-method,255008,0.00
2019-05-10 09:42:18.000,make-payment,255008,248.27
2019-05-10 14:01:24.000,open-paystation,196352,0.00
2019-05-10 14:04:35.000,choose-method,196352,0.00
2019-05-10 14:07:08.000,accept-method,196352,0.00
2019-05-10 14:10:32.000,make-payment,196352,2213.57
2019-05-14 01:20:16.000,open-paystation,255008,0.00
2019-05-14 01:24:06.000,choose-method,255008,0.00
2019-05-14 01:25:40.000,accept-method,255008,0.00
2019-05-14 01:27:15.000,make-payment,255008,2303.49
2019-05-16 12:13:54.000,open-paystation,125200,0.00
2019-05-16 12:18:43.000,choose-method,125200,0.00
2019-05-16 12:20:53.000,accept-method,125200,0.00
2019-05-16 12:23:31.000,make-payment,125200,2999.18
2019-05-17 17:15:04.000,open-paystation,117785,0.00
2019-05-17 17:17:44.000,choose-method,117785,0.00
2019-05-17 17:20:13.000,accept-method,117785,0.00
2019-05-17 17:23:45.000,make-payment,117785,1538.64
2019-05-18 01:45:33.000,open-paystation,125200,0.00
2019-05-18 01:50:14.000,choose-method,125200,0.00
2019-05-18 01:51:59.000,accept-method,125200,0.00
2019-05-18 01:55:36.000,make-payment,125200,1041.31
2019-05-24 09:44:10.000,open-paystation,764352,0.00
2019-05-24 09:47:56.000,choose-method,764352,0.00
2019-05-24 09:49:59.000,accept-method,764352,0.00
2019-05-24 09:54:19.000,make-payment,764352,141.88
2019-05-26 12:05:21.000,open-paystation,511647,0.00
2019-05-26 12:07:27.000,choose-method,511647,0.00
2019-05-26 12:08:33.000,accept-method,511647,0.00
2019-05-26 12:11:36.000,reject-payment,511647,2946.86
2019-05-27 05:16:09.000,open-paystation,893806,0.00
2019-05-27 05:19:32.000,choose-method,893806,0.00
2019-05-27 05:21:48.000,accept-method,893806,0.00
2019-05-27 05:23:42.000,make-payment,893806,2918.24
2019-05-28 22:10:45.000,open-paystation,374356,0.00
2019-05-28 22:13:55.000,choose-method,374356,0.00
2019-05-28 22:15:54.000,accept-method,374356,0.00
2019-05-28 22:20:37.000,make-payment,374356,784.48
2019-05-29 14:01:57.000,open-paystation,649690,0.00
2019-05-29 14:04:59.000,choose-method,649690,0.00
2019-05-29 14:07:32.000,accept-method,649690,0.00
2019-05-29 14:09:28.000,make-payment,649690,236.35
2019-05-29 22:13:23.000,open-paystation,893806,0.00
2019-05-29 22:15:41.000,choose-method,893806,0.00
2019-05-29 22:17:23.000,accept-method,893806,0.00
2019-05-29 22:20:43.000,make-payment,893806,1336.10
2019-05-31 22:28:17.000,open-paystation,221050,0.00
2019-05-31 22:31:23.000,choose-method,221050,0.00
2019-05-31 22:33:28.000,accept-method,221050,0.00
2019-05-31 22:35:32.000,make-payment,221050,2811.59
2019-06-01 16:20:35.000,open-paystation,221050,0.00
2019-06-01 16:25:13.000,choose-method,221050,0.00
2019-06-01 16:27:24.000,accept-method,221050,0.00
2019-06-01 16:29:28.000,make-payment,221050,2652.24
2019-06-02 00:16:51.000,open-paystation,129298,0.00
2019-06-02 00:20:31.000,choose-method,129298,0.00
2019-06-02 00:22:46.000,accept-method,129298,0.00
2019-06-02 00:26:36.000,reject-payment,129298,1456.19
2019-06-02 03:52:24.000,open-paystation,764352,0.00
2019-06-02 03:54:40.000,choose-method,764352,0.00
2019-06-02 03:57:17.000,accept-method,764352,0.00
2019-06-02 03:58:48.000,make-payment,764352,2273.06
2019-06-03 03:54:20.000,open-paystation,511647,0.00
2019-06-03 03:58:53.000,choose-method,511647,0.00
2019-06-03 04:01:38.000,accept-method,511647,0.00
2019-06-03 04:03:49.000,reject-payment,511647,2180.31
2019-06-04 05:27:02.000,open-paystation,632642,0.00
2019-06-04 05:30:20.000,choose-method,632642,0.00
2019-06-04 05:32:30.000,accept-method,632642,0.00
2019-06-04 05:36:49.000,reject-payment,632642,2492.59
2019-06-04 15:40:12.000,open-paystation,424388,0.00
2019-06-04 15:44:21.000,choose-method,424388,0.00
2019-06-04 15:45:39.000,accept-method,424388,0.00
2019-06-04 15:47:20.000,make-payment,424388,263.53
2019-06-05 06:33:33.000,open-paystation,764352,0.00
2019-06-05 06:36:06.000,choose-method,764352,0.00
2019-06-05 06:37:43.000,accept-method,764352,0.00
2019-06-05 06:39:25.000,make-payment,764352,114.82
2019-06-07 09:09:30.000,open-paystation,427407,0.00
2019-06-07 09:12:41.000,choose-method,427407,0.00
2019-06-07 09:15:33.000,accept-method,427407,0.00
2019-06-07 09:17:01.000,make-payment,427407,1374.73
2019-06-09 03:54:48.000,open-paystation,511647,0.00
2019-06-09 03:59:15.000,choose-method,511647,0.00
2019-06-09 04:02:03.000,accept-method,511647,0.00
2019-06-09 04:04:07.000,make-payment,511647,2685.33
2019-06-09 17:26:47.000,open-paystation,424388,0.00
2019-06-09 17:29:05.000,choose-method,424388,0.00
2019-06-09 17:31:42.000,accept-method,424388,0.00
2019-06-09 17:36:03.000,make-payment,424388,760.13
2019-06-09 21:28:08.000,open-paystation,199942,0.00
2019-06-09 21:30:21.000,choose-method,199942,0.00
2019-06-09 21:31:50.000,accept-method,199942,0.00
2019-06-09 21:36:22.000,make-payment,199942,1863.23
2019-06-11 16:44:04.000,open-paystation,581436,0.00
2019-06-11 16:48:35.000,choose-method,581436,0.00
2019-06-11 16:50:06.000,accept-method,581436,0.00
2019-06-11 16:52:24.000,make-payment,581436,1048.30
2019-06-11 19:05:45.000,open-paystation,132547,0.00
2019-06-11 19:08:50.000,choose-method,132547,0.00
2019-06-11 19:11:46.000,accept-method,132547,0.00
2019-06-11 19:14:02.000,reject-payment,132547,676.96
2019-06-14 17:07:10.000,open-paystation,764352,0.00
2019-06-14 17:11:58.000,choose-method,764352,0.00
2019-06-14 17:13:26.000,accept-method,764352,0.00
2019-06-14 17:17:38.000,reject-payment,764352,2458.55
2019-06-15 10:26:27.000,open-paystation,155633,0.00
2019-06-15 10:31:24.000,choose-method,155633,0.00
2019-06-15 10:32:30.000,accept-method,155633,0.00
2019-06-15 10:34:27.000,make-payment,155633,1317.40
2019-06-15 20:20:42.000,open-paystation,871406,0.00
2019-06-15 20:24:55.000,choose-method,871406,0.00
2019-06-15 20:27:03.000,accept-method,871406,0.00
2019-06-15 20:30:45.000,make-payment,871406,2522.47
2019-06-15 23:28:27.000,open-paystation,764352,0.00
2019-06-15 23:32:23.000,choose-method,764352,0.00
2019-06-15 23:34:50.000,accept-method,764352,0.00
2019-06-15 23:38:49.000,make-payment,764352,1558.11
2019-06-17 10:46:03.000,open-paystation,767717,0.00
2019-06-17 10:50:38.000,choose-method,767717,0.00
2019-06-17 10:52:12.000,accept-method,767717,0.00
2019-06-17 10:54:24.000,make-payment,767717,1023.94
2019-06-17 13:01:19.000,open-paystation,632642,0.00
2019-06-17 13:04:01.000,choose-method,632642,0.00
2019-06-17 13:06:45.000,accept-method,632642,0.00
2019-06-17 13:08:20.000,make-payment,632642,1885.03
2019-06-19 15:49:07.000,open-paystation,632642,0.00
2019-06-19 15:51:10.000,choose-method,632642,0.00
2019-06-19 15:52:35.000,accept-method,632642,0.00
2019-06-19 15:57:20.000,make-payment,632642,1599.41
2019-06-20 02:38:47.000,open-paystation,199942,0.00
2019-06-20 02:41:38.000,choose-method,199942,0.00
2019-06-20 02:43:26.000,accept-method,199942,0.00
2019-06-20 02:45:32.000,make-payment,199942,1189.40
2019-06-20 17:17:22.000,open-paystation,871406,0.00
2019-06-20 17:19:46.000,choose-method,871406,0.00
2019-06-20 17:20:56.000,accept-method,871406,0.00
2019-06-20 17:23:54.000,make-payment,871406,995.36
2019-06-21 08:09:02.000,open-paystation,422213,0.00
2019-06-21 08:11:46.000,choose-method,422213,0.00
2019-06-21 08:14:23.000,accept-method,422213,0.00
2019-06-21 08:19:03.000,make-payment,422213,1184.21
2019-06-22 15:08:22.000,open-paystation,767717,0.00
2019-06-22 15:13:04.000,choose-method,767717,0.00
2019-06-22 15:16:01.000,accept-method,767717,0.00
2019-06-22 15:20:15.000,make-payment,767717,528.98
2019-06-25 19:37:24.000,open-paystation,424209,0.00
2019-06-25 19:41:06.000,choose-method,424209,0.00
2019-06-25 19:43:34.000,accept-method,424209,0.00
2019-06-25 19:48:29.000,make-payment,424209,177.17
2019-06-26 01:57:17.000,open-paystation,940045,0.00
2019-06-26 02:00:04.000,choose-method,940045,0.00
2019-06-26 02:02:48.000,accept-method,940045,0.00
2019-06-26 02:06:30.000,make-payment,940045,2685.57
2019-06-26 02:15:42.000,open-paystation,601136,0.00
2019-06-26 02:20:04.000,choose-method,601136,0.00
2019-06-26 02:22:05.000,accept-method,601136,0.00
2019-06-26 02:26:51.000,reject-payment,601136,420.75
2019-06-26 14:20:37.000,open-paystation,155633,0.00
2019-06-26 14:22:55.000,choose-method,155633,0.00
2019-06-26 14:25:07.000,accept-method,155633,0.00
2019-06-26 14:27:15.000,make-payment,155633,2669.38
2019-06-27 17:31:50.000,open-paystation,424388,0.00
2019-06-27 17:35:21.000,choose-method,424388,0.00
2019-06-27 17:37:57.000,accept-method,424388,0.00
2019-06-27 17:39:09.000,make-payment,424388,1090.52
2019-06-28 00:45:09.000,open-paystation,359953,0.00
2019-06-28 00:49:11.000,choose-method,359953,0.00
2019-06-28 00:51:53.000,accept-method,359953,0.00
2019-06-28 00:55:52.000,make-payment,359953,799.01
2019-06-29 14:22:31.000,open-paystation,424209,0.00
2019-06-29 14:27:10.000,choose-method,424209,0.00
2019-06-29 14:28:20.000,accept-method,424209,0.00
2019-06-29 14:31:50.000,make-payment,424209,1170.74
2019-07-01 04:41:38.000,open-paystation,485368,0.00
2019-07-01 04:46:16.000,choose-method,485368,0.00
2019-07-01 04:48:56.000,accept-method,485368,0.00
2019-07-01 04:50:34.000,make-payment,485368,2349.32
2019-07-13 20:16:05.000,open-paystation,577511,0.00
2019-07-13 20:20:07.000,choose-method,577511,0.00
2019-07-13 20:21:16.000,accept-method,577511,0.00
2019-07-13 20:23:24.000,make-payment,577511,1111.86
2019-07-13 23:12:20.000,open-paystation,485368,0.00
2019-07-13 23:15:02.000,choose-method,485368,0.00
2019-07-13 23:17:56.000,accept-method,485368,0.00
2019-07-13 23:22:04.000,make-payment,485368,480.85
2019-07-15 23:48:11.000,open-paystation,485368,0.00
2019-07-15 23:51:32.000,choose-method,485368,0.00
2019-07-15 23:54:30.000,accept-method,485368,0.00
2019-07-15 23:58:36.000,make-payment,485368,433.22
2019-07-16 08:33:21.000,open-paystation,359953,0.00
2019-07-16 08:35:36.000,choose-method,359953,0.00
2019-07-16 08:37:46.000,accept-method,359953,0.00
2019-07-16 08:40:03.000,reject-payment,359953,1831.07
2019-07-18 15:48:39.000,open-paystation,548379,0.00
2019-07-18 15:52:54.000,choose-method,548379,0.00
2019-07-18 15:55:07.000,accept-method,548379,0.00
2019-07-18 15:59:31.000,reject-payment,548379,2945.02
2019-07-21 00:50:27.000,open-paystation,846159,0.00
2019-07-21 00:53:41.000,choose-method,846159,0.00
2019-07-21 00:55:31.000,accept-method,846159,0.00
2019-07-21 00:57:34.000,make-payment,846159,728.53
2019-07-21 16:48:43.000,open-paystation,846159,0.00
2019-07-21 16:50:49.000,choose-method,846159,0.00
2019-07-21 16:53:14.000,accept-method,846159,0.00
2019-07-21 16:55:18.000,make-payment,846159,1814.05
2019-07-22 15:45:45.000,open-paystation,485368,0.00
2019-07-22 15:48:27.000,choose-method,485368,0.00
2019-07-22 15:51:04.000,accept-method,485368,0.00
2019-07-22 15:54:35.000,make-payment,485368,2057.08
2019-07-22 23:00:07.000,open-paystation,852166,0.00
2019-07-22 23:04:04.000,choose-method,852166,0.00
2019-07-22 23:06:35.000,accept-method,852166,0.00
2019-07-22 23:09:20.000,make-payment,852166,1165.77
2019-07-24 17:42:27.000,open-paystation,548379,0.00
2019-07-24 17:47:24.000,choose-method,548379,0.00
2019-07-24 17:48:29.000,accept-method,548379,0.00
2019-07-24 17:51:05.000,make-payment,548379,366.23
2019-07-25 08:08:47.000,open-paystation,828527,0.00
2019-07-25 08:13:13.000,choose-method,828527,0.00
2019-07-25 08:15:28.000,accept-method,828527,0.00
2019-07-25 08:18:54.000,make-payment,828527,2849.57
2019-07-25 10:08:02.000,open-paystation,855837,0.00
2019-07-25 10:10:51.000,choose-method,855837,0.00
2019-07-25 10:12:01.000,accept-method,855837,0.00
2019-07-25 10:15:41.000,make-payment,855837,1430.26
2019-07-26 11:24:18.000,open-paystation,359953,0.00
2019-07-26 11:29:17.000,choose-method,359953,0.00
2019-07-26 11:30:38.000,accept-method,359953,0.00
2019-07-26 11:34:35.000,reject-payment,359953,2727.16
2019-07-28 04:08:48.000,open-paystation,485368,0.00
2019-07-28 04:12:15.000,choose-method,485368,0.00
2019-07-28 04:13:30.000,accept-method,485368,0.00
2019-07-28 04:15:33.000,make-payment,485368,1114.42
2019-07-29 01:16:32.000,open-paystation,855837,0.00
2019-07-29 01:21:04.000,choose-method,855837,0.00
2019-07-29 01:22:51.000,accept-method,855837,0.00
2019-07-29 01:24:40.000,make-payment,855837,2678.14
2019-07-29 08:16:03.000,open-paystation,359953,0.00
2019-07-29 08:18:27.000,choose-method,359953,0.00
2019-07-29 08:21:10.000,accept-method,359953,0.00
2019-07-29 08:22:33.000,make-payment,359953,2287.15
2019-07-29 21:39:36.000,open-paystation,807449,0.00
2019-07-29 21:42:10.000,choose-method,807449,0.00
2019-07-29 21:43:24.000,accept-method,807449,0.00
2019-07-29 21:45:06.000,make-payment,807449,1189.50
2019-08-01 13:19:20.000,open-paystation,807449,0.00
2019-08-01 13:22:50.000,choose-method,807449,0.00
2019-08-01 13:25:07.000,accept-method,807449,0.00
2019-08-01 13:26:10.000,make-payment,807449,2518.67
2019-08-01 22:56:42.000,open-paystation,852166,0.00
2019-08-01 22:59:06.000,choose-method,852166,0.00
2019-08-01 23:01:48.000,accept-method,852166,0.00
2019-08-01 23:04:23.000,make-payment,852166,576.75
2019-08-05 08:33:02.000,open-paystation,855837,0.00
2019-08-05 08:35:28.000,choose-method,855837,0.00
2019-08-05 08:38:19.000,accept-method,855837,0.00
2019-08-05 08:42:49.000,make-payment,855837,646.15
2019-08-07 12:53:34.000,open-paystation,821538,0.00
2019-08-07 12:55:56.000,choose-method,821538,0.00
2019-08-07 12:57:17.000,accept-method,821538,0.00
