"id","client_id","hitdatetime","action"
147,607473,2022-01-17 00:10:14.000,login
148,607473,2022-01-18 04:30:32.000,login
149,772215,2021-02-06 23:10:52.000,visit
150,772215,2021-02-07 14:34:32.000,visit
151,772215,2021-02-08 20:32:43.000,visit
152,772215,2021-02-15 10:26:30.000,visit
153,772215,2021-02-21 09:07:09.000,visit
154,772215,2021-02-22 08:17:05.000,visit
155,772215,2021-02-24 05:24:03.000,visit
156,772215,2021-02-28 13:32:24.000,visit
157,772215,2021-03-02 05:16:38.000,visit
158,772215,2021-03-08 19:31:36.000,visit
159,772215,2021-03-10 21:31:46.000,visit
160,772215,2021-03-11 09:48:10.000,visit
161,772215,2021-03-11 16:02:15.000,visit
162,772215,2021-03-15 19:55:57.000,visit
163,772215,2021-03-16 09:32:10.000,visit
164,772215,2021-03-17 03:01:52.000,visit
165,772215,2021-03-20 18:40:48.000,visit
166,772215,2021-03-24 11:06:34.000,visit
167,772215,2021-03-28 21:49:27.000,visit
168,772215,2021-04-04 04:55:19.000,visit
169,772215,2021-04-10 19:27:01.000,visit
170,772215,2021-04-15 07:19:22.000,visit
171,772215,2021-04-20 17:34:31.000,visit
172,772215,2021-04-26 11:24:34.000,visit
173,772215,2021-05-03 01:02:09.000,visit
174,772215,2021-05-05 15:40:54.000,visit
175,772215,2021-05-11 00:01:29.000,visit
176,772215,2021-05-12 13:04:23.000,visit
177,772215,2021-05-17 12:32:05.000,visit
178,772215,2021-05-24 05:33:14.000,visit
179,234909,2021-11-02 17:01:59.000,visit
180,234909,2021-11-08 04:14:45.000,visit
181,234909,2021-11-13 11:57:54.000,visit
182,234909,2021-11-18 12:16:20.000,visit
183,234909,2021-11-22 19:29:57.000,visit
184,234909,2021-11-26 09:03:05.000,visit
185,234909,2021-11-30 23:38:30.000,visit
186,234909,2021-12-05 17:18:28.000,visit
187,234909,2021-12-06 00:13:36.000,visit
188,234909,2021-12-06 22:34:48.000,visit
189,234909,2021-12-09 07:37:13.000,visit
190,234909,2021-12-12 01:58:00.000,visit
191,219151,2021-02-21 00:21:44.000,visit
192,219151,2021-02-23 17:01:31.000,visit
193,219151,2021-02-25 18:41:54.000,visit
194,219151,2021-03-02 22:59:08.000,visit
195,219151,2021-03-05 10:40:38.000,visit
196,219151,2021-03-09 15:38:48.000,visit
197,219151,2021-03-11 11:10:32.000,visit
198,454218,2021-12-08 20:17:27.000,visit
199,454218,2021-12-10 03:34:29.000,visit
200,454218,2021-12-12 04:32:48.000,visit
201,454218,2021-12-16 11:23:09.000,visit
202,454218,2021-12-21 06:35:22.000,visit
203,454218,2021-12-28 01:15:11.000,visit
204,454218,2022-01-01 22:26:16.000,visit
205,454218,2021-12-11 05:05:37.000,registration
206,454218,2021-12-12 19:40:16.000,login
207,454218,2021-12-17 11:44:47.000,login
208,454218,2021-12-22 14:39:23.000,login
209,454218,2021-12-24 23:48:38.000,login
210,454218,2021-12-28 12:00:39.000,login
211,454218,2021-12-30 11:21:53.000,login
212,454218,2022-01-05 05:31:56.000,login
213,347062,2021-12-28 13:35:16.000,visit
214,347062,2021-12-29 09:43:25.000,visit
215,347062,2021-12-30 02:41:21.000,visit
216,347062,2022-01-05 04:05:22.000,visit
217,347062,2022-01-09 09:07:05.000,visit
218,347062,2022-01-13 23:09:39.000,visit
219,347062,2022-01-20 14:43:45.000,visit
220,347062,2022-01-22 20:19:56.000,visit
221,347062,2022-01-29 01:40:48.000,visit
222,347062,2022-02-04 06:03:13.000,visit
223,347062,2022-02-08 06:28:53.000,visit
224,347062,2022-02-11 23:02:10.000,visit
225,347062,2022-02-15 00:52:21.000,visit
226,347062,2022-02-18 13:14:47.000,visit
227,347062,2022-02-22 02:13:59.000,visit
228,347062,2022-02-26 00:16:13.000,visit
229,347062,2022-03-04 14:46:59.000,visit
230,347062,2022-03-10 12:27:16.000,visit
231,347062,2022-03-16 08:30:03.000,visit
232,347062,2022-03-18 01:18:41.000,visit
233,347062,2022-03-22 08:12:52.000,visit
234,347062,2022-03-27 15:01:48.000,visit
235,347062,2022-04-01 13:46:38.000,visit
236,347062,2022-04-05 03:27:00.000,visit
237,347062,2022-04-10 09:36:44.000,visit
238,347062,2022-01-02 23:46:41.000,registration
239,347062,2022-01-04 21:12:05.000,login
240,347062,2022-01-09 17:22:21.000,login
241,347062,2022-01-12 08:11:27.000,login
242,347062,2022-01-14 18:08:59.000,login
243,347062,2022-01-15 18:01:18.000,login
244,347062,2022-01-21 02:36:56.000,login
245,347062,2022-01-21 20:10:15.000,login
246,347062,2022-01-26 01:02:22.000,login
247,347062,2022-02-01 02:32:13.000,login
248,839098,2021-02-19 20:30:26.000,visit
249,839098,2021-02-21 03:24:45.000,visit
250,839098,2021-02-22 15:27:24.000,visit
251,839098,2021-02-23 01:37:12.000,visit
252,625271,2021-10-12 05:14:10.000,visit
253,625271,2021-10-14 03:14:42.000,visit
254,625271,2021-10-16 08:46:54.000,visit
255,625271,2021-10-22 02:30:16.000,visit
256,625271,2021-10-27 13:16:55.000,visit
257,625271,2021-10-30 23:36:56.000,visit
258,625271,2021-11-05 22:08:26.000,visit
259,625271,2021-11-12 06:03:27.000,visit
260,625271,2021-11-13 08:57:39.000,visit
261,625271,2021-11-16 02:38:20.000,visit
262,620946,2021-03-04 00:03:36.000,visit
263,620946,2021-03-05 01:51:13.000,visit
264,620946,2021-03-11 22:11:55.000,visit
265,620946,2021-03-17 21:59:06.000,visit
266,620946,2021-03-20 01:25:05.000,visit
267,620946,2021-03-23 01:37:50.000,visit
268,620946,2021-03-29 02:19:29.000,visit
269,620946,2021-03-31 22:03:45.000,visit
270,620946,2021-04-02 21:14:26.000,visit
271,620946,2021-04-04 23:48:15.000,visit
272,620946,2021-04-10 16:06:55.000,visit
273,620946,2021-04-10 20:42:49.000,visit
274,620946,2021-04-11 17:43:46.000,visit
275,620946,2021-04-17 09:11:24.000,visit
276,620946,2021-04-18 00:47:03.000,visit
277,620946,2021-04-23 11:39:53.000,visit
278,620946,2021-04-24 04:04:04.000,visit
279,620946,2021-04-24 06:37:21.000,visit
280,620946,2021-04-25 18:05:08.000,visit
281,620946,2021-04-27 04:04:22.000,visit
282,620946,2021-05-01 21:40:51.000,visit
283,620946,2021-05-06 21:37:18.000,visit
284,620946,2021-05-12 05:12:36.000,visit
285,620946,2021-05-12 23:32:11.000,visit
286,300290,2021-12-21 02:39:20.000,visit
287,300290,2021-12-22 21:18:44.000,visit
288,300290,2021-12-26 03:46:52.000,visit
289,300290,2021-12-29 23:20:15.000,visit
290,300290,2021-12-30 23:13:52.000,visit
291,300290,2022-01-04 10:44:18.000,visit
292,300290,2022-01-10 08:32:54.000,visit
293,300290,2022-01-13 22:07:27.000,visit
294,300290,2022-01-15 09:43:51.000,visit
295,601136,2021-06-01 08:50:57.000,visit
296,601136,2021-06-05 23:34:24.000,visit
297,601136,2021-06-11 21:59:33.000,visit
298,601136,2021-06-12 20:35:53.000,visit
299,601136,2021-06-03 09:15:21.000,registration
300,601136,2021-06-07 02:13:42.000,login
301,601136,2021-06-09 20:09:45.000,login
302,601136,2021-06-10 01:06:47.000,login
303,571161,2021-10-15 01:52:58.000,visit
304,571161,2021-10-16 05:24:39.000,visit
305,571161,2021-10-20 08:31:12.000,visit
306,123878,2021-03-16 17:27:06.000,visit
307,123878,2021-03-17 13:37:51.000,visit
308,123878,2021-03-23 09:57:14.000,visit
309,123878,2021-03-24 05:27:58.000,visit
310,123878,2021-03-26 14:35:04.000,visit
311,123878,2021-03-28 16:10:42.000,visit
312,123878,2021-04-02 03:49:08.000,visit
313,123878,2021-04-08 15:31:38.000,visit
314,123878,2021-04-08 16:41:11.000,visit
315,123878,2021-04-12 02:56:06.000,visit
316,123878,2021-04-13 03:26:44.000,visit
317,123878,2021-04-13 09:37:04.000,visit
318,123878,2021-04-19 11:16:34.000,visit
319,123878,2021-04-26 05:30:51.000,visit
320,123878,2021-05-01 18:47:26.000,visit
321,123878,2021-05-06 23:30:55.000,visit
322,123878,2021-05-11 14:45:39.000,visit
323,123878,2021-05-12 19:32:15.000,visit
324,123878,2021-05-17 18:53:54.000,visit
325,123878,2021-05-23 04:14:04.000,visit
326,123878,2021-05-29 16:21:24.000,visit
327,123878,2021-05-31 18:16:38.000,visit
328,123878,2021-06-07 16:07:54.000,visit
329,123878,2021-06-13 16:45:17.000,visit
330,123878,2021-06-16 01:08:42.000,visit
331,123878,2021-03-22 00:38:14.000,registration
332,123878,2021-03-23 01:13:47.000,login
333,123878,2021-03-26 22:58:22.000,login
334,123878,2021-04-01 09:57:12.000,login
335,214662,2021-12-16 15:39:20.000,visit
336,214662,2021-12-19 04:56:03.000,visit
337,214662,2021-12-19 22:14:04.000,visit
338,214662,2021-12-25 21:00:10.000,visit
339,214662,2021-12-31 13:21:48.000,visit
340,214662,2022-01-04 23:21:11.000,visit
341,214662,2022-01-11 08:08:13.000,visit
342,214662,2022-01-16 20:31:54.000,visit
343,214662,2022-01-17 08:45:04.000,visit
344,214662,2022-01-24 06:13:53.000,visit
345,214662,2022-01-28 07:04:15.000,visit
346,214662,2022-01-28 23:20:33.000,visit
347,214662,2021-12-17 13:12:13.000,registration
348,214662,2021-12-20 16:46:45.000,login
349,214662,2021-12-24 07:57:50.000,login
350,214662,2021-12-25 07:24:31.000,login
351,214662,2021-12-27 17:12:55.000,login
352,214662,2022-01-02 04:33:14.000,login
353,214662,2022-01-03 09:15:03.000,login
354,214662,2022-01-08 18:13:26.000,login
355,214662,2022-01-13 02:20:30.000,login
356,214662,2022-01-15 08:29:00.000,login
357,214662,2022-01-16 14:50:39.000,login
358,813842,2021-01-02 13:32:38.000,visit
359,813842,2021-01-06 13:21:41.000,visit
360,813842,2021-01-11 03:54:43.000,visit
361,813842,2021-01-18 00:31:04.000,visit
362,813842,2021-01-21 20:00:50.000,visit
363,813842,2021-01-27 04:15:54.000,visit
364,813842,2021-02-01 07:12:07.000,visit
365,813842,2021-02-04 11:53:43.000,visit
366,813842,2021-02-06 23:53:41.000,visit
367,813842,2021-02-10 19:07:59.000,visit
368,813842,2021-02-11 12:48:25.000,visit
369,813842,2021-02-16 04:07:41.000,visit
370,933772,2021-03-17 06:31:34.000,visit
371,933772,2021-03-21 03:08:59.000,visit
372,933772,2021-03-22 00:02:52.000,visit
373,933772,2021-03-24 16:55:15.000,visit
374,933772,2021-03-26 09:32:23.000,visit
375,933772,2021-04-02 06:47:22.000,visit
376,933772,2021-04-04 14:15:47.000,visit
377,605490,2021-03-18 21:59:10.000,visit
378,605490,2021-03-25 17:31:21.000,visit
379,605490,2021-03-31 13:55:56.000,visit
380,605490,2021-04-06 02:16:59.000,visit
381,605490,2021-04-08 12:15:30.000,visit
382,605490,2021-04-15 03:02:03.000,visit
383,605490,2021-04-16 00:03:51.000,visit
384,233508,2021-03-29 04:13:25.000,visit
385,233508,2021-04-04 07:56:38.000,visit
386,233508,2021-04-08 04:28:43.000,visit
387,233508,2021-04-11 09:08:13.000,visit
388,233508,2021-04-15 10:18:15.000,visit
389,233508,2021-04-15 13:15:02.000,visit
390,233508,2021-04-04 17:02:44.000,registration
391,233508,2021-04-07 00:16:14.000,login
392,233508,2021-04-11 03:13:13.000,login
393,233508,2021-04-13 03:47:16.000,login
394,101838,2021-03-20 03:33:46.000,visit
395,101838,2021-03-21 07:45:08.000,visit
396,101838,2021-03-25 21:15:56.000,visit
397,101838,2021-03-29 13:33:55.000,visit
398,101838,2021-03-30 05:36:41.000,visit
399,101838,2021-04-01 21:56:06.000,visit
400,101838,2021-04-03 01:06:58.000,visit
401,101838,2021-04-05 02:33:05.000,visit
402,101838,2021-04-05 23:41:31.000,visit
403,101838,2021-04-09 00:34:13.000,visit
404,101838,2021-04-11 11:07:52.000,visit
405,101838,2021-04-17 20:34:35.000,visit
406,101838,2021-04-24 07:03:40.000,visit
407,101838,2021-04-30 06:50:27.000,visit
408,101838,2021-05-04 02:24:32.000,visit
409,101838,2021-05-05 21:30:36.000,visit
410,101838,2021-05-11 07:01:08.000,visit
411,101838,2021-05-13 13:42:38.000,visit
412,101838,2021-05-16 11:02:57.000,visit
413,101838,2021-05-19 02:46:06.000,visit
414,101838,2021-05-24 02:39:46.000,visit
415,101838,2021-05-25 18:08:10.000,visit
416,101838,2021-03-20 09:20:50.000,registration
417,101838,2021-03-21 21:05:05.000,login
418,743661,2021-09-12 18:51:58.000,visit
419,743661,2021-09-16 23:00:33.000,visit
420,743661,2021-09-19 00:19:47.000,visit
421,743661,2021-09-24 12:11:15.000,visit
422,743661,2021-09-28 23:26:58.000,visit
423,743661,2021-09-30 06:23:06.000,visit
424,255008,2021-04-02 14:59:32.000,visit
425,255008,2021-04-09 06:58:51.000,visit
426,255008,2021-04-11 18:12:12.000,visit
427,255008,2021-04-13 23:42:27.000,visit
428,255008,2021-04-18 05:48:05.000,visit
429,255008,2021-04-21 11:12:50.000,visit
430,255008,2021-04-21 11:32:13.000,visit
431,255008,2021-04-24 03:17:35.000,visit
432,255008,2021-05-01 00:05:33.000,visit
433,255008,2021-05-05 01:48:35.000,visit
434,255008,2021-05-07 17:53:27.000,visit
435,255008,2021-05-11 03:09:59.000,visit
436,255008,2021-05-15 19:54:52.000,visit
437,255008,2021-05-19 03:47:34.000,visit
438,255008,2021-05-19 07:02:03.000,visit
439,255008,2021-05-22 11:21:15.000,visit
440,255008,2021-05-25 13:31:59.000,visit
441,255008,2021-05-28 20:33:54.000,visit
442,255008,2021-05-29 04:34:32.000,visit
443,255008,2021-06-01 05:44:06.000,visit
444,255008,2021-06-03 17:43:09.000,visit
445,255008,2021-06-09 21:14:56.000,visit
446,255008,2021-06-14 22:54:27.000,visit
447,255008,2021-06-17 12:24:36.000,visit
448,255008,2021-06-24 01:27:12.000,visit
449,255008,2021-06-29 03:42:08.000,visit
450,255008,2021-04-06 07:33:51.000,registration
451,255008,2021-04-07 17:10:34.000,login
452,255008,2021-04-09 07:28:33.000,login
453,255008,2021-04-11 01:31:41.000,login
454,255008,2021-04-11 13:24:09.000,login
455,255008,2021-04-13 12:45:20.000,login
456,255008,2021-04-19 09:49:53.000,login
457,255008,2021-04-21 09:28:03.000,login
458,255008,2021-04-25 01:18:16.000,login
459,255008,2021-04-27 22:29:42.000,login
460,255008,2021-04-30 12:07:46.000,login
461,532504,2021-11-25 08:01:03.000,visit
462,532504,2021-11-26 06:01:24.000,visit
463,532504,2021-11-27 22:07:01.000,visit
464,532504,2021-11-29 08:02:16.000,visit
465,532504,2021-11-29 21:15:18.000,visit
466,532504,2021-12-02 16:16:53.000,visit
467,532504,2021-12-08 14:32:31.000,visit
468,532504,2021-12-09 18:17:27.000,visit
469,532504,2021-12-12 07:34:14.000,visit
470,532504,2021-12-16 22:03:50.000,visit
471,532504,2021-12-21 12:06:07.000,visit
472,532504,2021-12-23 06:14:59.000,visit
473,532504,2021-12-25 03:05:22.000,visit
474,532504,2021-12-28 20:22:40.000,visit
475,532504,2021-12-30 17:02:35.000,visit
476,532504,2022-01-03 16:23:29.000,visit
477,532504,2022-01-07 22:24:28.000,visit
478,532504,2022-01-12 11:56:36.000,visit
479,532504,2022-01-16 21:05:46.000,visit
480,532504,2022-01-16 21:35:27.000,visit
481,532504,2022-01-21 00:08:55.000,visit
482,532504,2022-01-21 17:52:49.000,visit
483,532504,2022-01-25 22:51:26.000,visit
484,532504,2022-02-01 13:04:56.000,visit
485,532504,2022-02-06 12:53:20.000,visit
486,532504,2022-02-09 23:38:47.000,visit
487,532504,2022-02-14 05:32:46.000,visit
488,532504,2022-02-15 10:16:18.000,visit
489,532504,2022-02-21 23:15:39.000,visit
490,532504,2022-02-28 13:12:12.000,visit
491,532504,2021-12-01 11:22:56.000,registration
492,532504,2021-12-03 22:23:26.000,login
493,532504,2021-12-07 02:41:49.000,login
494,532504,2021-12-08 01:41:05.000,login
495,111084,2021-11-25 01:11:08.000,visit
496,111084,2021-11-25 20:38:09.000,visit
497,111084,2021-11-30 13:48:34.000,visit
498,111084,2021-12-05 19:25:42.000,visit
499,111084,2021-12-08 19:18:50.000,visit
500,111084,2021-12-11 07:47:21.000,visit
501,111084,2021-12-11 17:41:03.000,visit
502,111084,2021-12-18 09:38:12.000,visit
503,111084,2021-12-20 08:36:48.000,visit
504,111084,2021-12-24 05:52:45.000,visit
505,111084,2021-12-29 18:01:07.000,visit
506,111084,2022-01-02 07:01:58.000,visit
507,752819,2021-01-28 17:08:12.000,visit
508,752819,2021-01-29 06:20:32.000,visit
509,752819,2021-02-05 02:34:24.000,visit
510,752819,2021-02-06 11:02:38.000,visit
511,752819,2021-02-08 06:23:24.000,visit
512,752819,2021-02-13 04:24:36.000,visit
513,752819,2021-02-17 03:07:05.000,visit
514,752819,2021-02-17 10:02:59.000,visit
515,752819,2021-02-20 05:34:07.000,visit
516,752819,2021-02-25 23:00:09.000,visit
517,752819,2021-03-02 19:59:35.000,visit
518,752819,2021-03-05 04:14:45.000,visit
519,752819,2021-03-06 10:30:16.000,visit
520,752819,2021-03-07 17:15:24.000,visit
521,752819,2021-03-09 15:50:54.000,visit
522,752819,2021-03-15 18:39:45.000,visit
523,752819,2021-03-17 16:15:56.000,visit
524,752819,2021-03-20 16:16:51.000,visit
525,752819,2021-03-26 23:48:35.000,visit
526,752819,2021-03-28 20:57:08.000,visit
527,752819,2021-04-03 01:35:11.000,visit
528,752819,2021-04-09 22:09:56.000,visit
529,752819,2021-04-11 10:42:08.000,visit
530,820431,2021-12-24 14:44:35.000,visit
531,820431,2021-12-27 09:23:05.000,visit
532,820431,2022-01-01 17:27:15.000,visit
533,820431,2022-01-05 02:06:02.000,visit
534,820431,2022-01-05 02:24:56.000,visit
535,820431,2022-01-07 05:18:10.000,visit
536,820431,2022-01-11 22:20:13.000,visit
537,820431,2022-01-13 12:09:47.000,visit
538,820431,2022-01-17 18:17:17.000,visit
539,820431,2022-01-20 21:18:51.000,visit
540,820431,2022-01-21 16:11:20.000,visit
541,820431,2022-01-25 08:29:59.000,visit
542,820431,2022-01-27 16:24:55.000,visit
543,820431,2022-02-02 17:20:57.000,visit
544,820431,2022-02-07 14:08:35.000,visit
545,820431,2022-02-13 22:44:46.000,visit
546,820431,2022-02-19 12:10:14.000,visit
547,820431,2022-02-23 20:03:31.000,visit
548,820431,2022-03-01 11:48:37.000,visit
549,820431,2022-03-05 22:21:54.000,visit
550,820431,2022-03-10 20:15:37.000,visit
551,820431,2022-03-13 19:11:12.000,visit
552,820431,2022-03-15 22:11:14.000,visit
553,820431,2022-03-20 15:46:28.000,visit
554,820431,2022-03-24 23:22:00.000,visit
555,820431,2022-03-27 21:06:19.000,visit
556,751071,2021-10-02 00:14:27.000,visit
557,751071,2021-10-06 11:17:17.000,visit
558,751071,2021-10-07 17:44:32.000,visit
559,751071,2021-10-08 13:50:39.000,visit
560,751071,2021-10-10 03:00:57.000,visit
561,751071,2021-10-11 01:24:00.000,visit
562,751071,2021-10-17 00:49:32.000,visit
563,751071,2021-10-07 11:28:28.000,registration
564,751071,2021-10-10 06:33:42.000,login
565,751071,2021-10-10 09:49:31.000,login
566,751071,2021-10-15 11:54:03.000,login
567,751071,2021-10-21 04:17:45.000,login
568,581436,2021-05-16 19:07:34.000,visit
569,581436,2021-05-23 11:06:38.000,visit
570,581436,2021-05-27 22:41:18.000,visit
571,581436,2021-05-29 02:40:25.000,visit
572,581436,2021-05-29 04:17:45.000,visit
573,581436,2021-06-03 11:12:56.000,visit
574,581436,2021-06-09 08:46:48.000,visit
575,581436,2021-06-14 01:45:00.000,visit
576,581436,2021-06-16 20:56:59.000,visit
577,581436,2021-06-17 10:04:47.000,visit
578,581436,2021-06-21 14:42:53.000,visit
579,581436,2021-06-26 05:42:46.000,visit
580,581436,2021-05-22 07:16:48.000,registration
581,581436,2021-05-23 16:43:04.000,login
582,581436,2021-05-30 12:25:30.000,login
583,501119,2021-08-15 06:57:45.000,visit
584,501119,2021-08-16 17:04:01.000,visit
585,501119,2021-08-22 11:51:27.000,visit
586,501119,2021-08-24 19:40:35.000,visit
587,501119,2021-08-26 06:52:32.000,visit
588,501119,2021-09-01 19:39:09.000,visit
589,501119,2021-09-06 18:14:04.000,visit
590,501119,2021-09-09 15:10:45.000,visit
591,501119,2021-09-14 01:59:38.000,visit
592,501119,2021-09-18 10:02:48.000,visit
593,501119,2021-09-19 13:59:38.000,visit
594,501119,2021-09-20 14:47:04.000,visit
595,501119,2021-09-24 23:04:52.000,visit
596,501119,2021-09-27 00:29:01.000,visit
597,501119,2021-09-27 20:43:16.000,visit
598,501119,2021-10-01 12:59:57.000,visit
599,501119,2021-10-02 16:10:46.000,visit
600,501119,2021-10-08 20:27:24.000,visit
601,501119,2021-10-14 19:04:44.000,visit
602,501119,2021-10-20 14:40:43.000,visit
603,501119,2021-10-26 09:59:25.000,visit
604,501119,2021-10-28 20:03:40.000,visit
605,501119,2021-10-30 13:22:16.000,visit
606,501119,2021-11-05 06:12:35.000,visit
607,501119,2021-08-17 15:54:09.000,registration
608,501119,2021-08-21 18:30:40.000,login
609,501119,2021-08-22 02:59:37.000,login
610,501119,2021-08-26 09:26:47.000,login
611,501119,2021-08-26 21:28:03.000,login
